Dystans do przejscia: 1000, dlugosc kroku: 5
16624: (x,y)=(-40.8296,474.461)
16625: (x,y)=(-38.6377,469.967)
16626: (x,y)=(-38.8994,474.96)
16627: (x,y)=(-42.435,471.425)
16628: (x,y)=(-44.7823,467.01)
16629: (x,y)=(-40.0547,468.638)
16630: (x,y)=(-35.0555,468.55)
16631: (x,y)=(-38.4011,464.835)
16632: (x,y)=(-38.0524,459.847)
16633: (x,y)=(-43.025,460.37)
16634: (x,y)=(-38.6519,457.945)
16635: (x,y)=(-43.6146,457.336)
16636: (x,y)=(-45.5683,461.939)
16637: (x,y)=(-48.2914,457.745)
16638: (x,y)=(-49.9193,462.473)
16639: (x,y)=(-51.4644,467.228)
16640: (x,y)=(-54.0396,471.514)
16641: (x,y)=(-53.2574,476.452)
16642: (x,y)=(-48.7259,474.339)
16643: (x,y)=(-48.3771,469.352)
16644: (x,y)=(-52.7502,471.776)
16645: (x,y)=(-56.4069,468.366)
16646: (x,y)=(-53.9829,472.739)
16647: (x,y)=(-56.5581,468.453)
16648: (x,y)=(-61.3877,469.747)
16649: (x,y)=(-63.8118,465.374)
16650: (x,y)=(-66.8208,461.381)
16651: (x,y)=(-62.0393,462.843)
16652: (x,y)=(-57.6662,465.267)
16653: (x,y)=(-60.9465,469.04)
16654: (x,y)=(-59.7369,473.892)
16655: (x,y)=(-64.5884,472.682)
16656: (x,y)=(-59.5952,472.944)
16657: (x,y)=(-62.6735,476.884)
16658: (x,y)=(-58.9,473.603)
16659: (x,y)=(-60.3618,478.385)
16660: (x,y)=(-55.9887,475.961)
16661: (x,y)=(-58.0224,471.393)
16662: (x,y)=(-54.2489,474.674)
16663: (x,y)=(-52.787,479.455)
16664: (x,y)=(-52.4382,474.467)
16665: (x,y)=(-47.8705,476.501)
16666: (x,y)=(-46.4087,481.282)
16667: (x,y)=(-47.1908,486.221)
16668: (x,y)=(-52.1718,485.785)
16669: (x,y)=(-53.6337,490.567)
16670: (x,y)=(-55.981,494.981)
16671: (x,y)=(-58.9199,490.936)
16672: (x,y)=(-57.4581,486.155)
16673: (x,y)=(-61.9896,488.268)
16674: (x,y)=(-58.3329,484.858)
16675: (x,y)=(-61.9896,488.268)
16676: (x,y)=(-59.9559,483.7)
16677: (x,y)=(-63.1699,479.87)
16678: (x,y)=(-67.9995,478.576)
16679: (x,y)=(-64.1693,481.79)
16680: (x,y)=(-61.8219,477.375)
16681: (x,y)=(-57.0404,478.837)
16682: (x,y)=(-53.5049,475.301)
16683: (x,y)=(-48.6141,474.262)
16684: (x,y)=(-53.5769,474.871)
16685: (x,y)=(-49.0829,477.063)
16686: (x,y)=(-44.2314,475.853)
16687: (x,y)=(-39.2687,475.244)
16688: (x,y)=(-44.2656,475.069)
16689: (x,y)=(-44.2656,470.069)
16690: (x,y)=(-48.9016,468.196)
16691: (x,y)=(-45.4283,464.6)
16692: (x,y)=(-41.0981,462.1)
16693: (x,y)=(-45.9044,463.478)
16694: (x,y)=(-49.7347,460.264)
16695: (x,y)=(-45.4944,462.914)
16696: (x,y)=(-47.6863,467.408)
16697: (x,y)=(-52.6673,466.972)
16698: (x,y)=(-57.3948,468.6)
16699: (x,y)=(-62.3189,469.468)
16700: (x,y)=(-63.6971,474.274)
16701: (x,y)=(-61.9052,478.942)
16702: (x,y)=(-66.4368,481.055)
16703: (x,y)=(-71.3881,480.359)
16704: (x,y)=(-73.2611,475.723)
16705: (x,y)=(-78.1852,474.855)
16706: (x,y)=(-80.7604,470.569)
16707: (x,y)=(-76.0328,472.197)
16708: (x,y)=(-80.9046,471.072)
16709: (x,y)=(-85.8431,471.855)
16710: (x,y)=(-84.8035,476.745)
16711: (x,y)=(-89.7117,475.791)
16712: (x,y)=(-90.7512,470.901)
16713: (x,y)=(-90.9257,465.904)
16714: (x,y)=(-95.9257,465.904)
16715: (x,y)=(-100.898,465.381)
16716: (x,y)=(-96.2958,463.427)
16717: (x,y)=(-91.5143,464.889)
16718: (x,y)=(-96.405,463.85)
16719: (x,y)=(-91.5987,465.228)
16720: (x,y)=(-87.1047,463.036)
16721: (x,y)=(-84.9129,458.542)
16722: (x,y)=(-89.8513,457.76)
16723: (x,y)=(-94.5789,456.132)
16724: (x,y)=(-90.2488,453.632)
16725: (x,y)=(-92.3619,458.163)
16726: (x,y)=(-96.0186,461.573)
16727: (x,y)=(-100.513,463.765)
16728: (x,y)=(-98.559,459.163)
16729: (x,y)=(-100.432,463.799)
16730: (x,y)=(-96.3869,460.86)
16731: (x,y)=(-93.1066,464.633)
16732: (x,y)=(-97.9129,466.012)
16733: (x,y)=(-96.7882,461.14)
16734: (x,y)=(-92.795,458.131)
16735: (x,y)=(-93.8345,453.24)
16736: (x,y)=(-94.6167,458.178)
16737: (x,y)=(-98.2735,461.588)
16738: (x,y)=(-100.621,466.003)
16739: (x,y)=(-102.331,470.701)
16740: (x,y)=(-106.825,468.51)
16741: (x,y)=(-104.102,464.316)
16742: (x,y)=(-106.055,459.714)
16743: (x,y)=(-104.264,464.382)
16744: (x,y)=(-99.2643,464.294)
16745: (x,y)=(-96.3254,460.249)
16746: (x,y)=(-92.2803,463.188)
16747: (x,y)=(-96.8828,461.235)
16748: (x,y)=(-101.414,463.348)
16749: (x,y)=(-97.1741,465.997)
16750: (x,y)=(-99.5215,470.412)
16751: (x,y)=(-98.6532,475.336)
16752: (x,y)=(-103.147,473.144)
16753: (x,y)=(-108.055,472.19)
16754: (x,y)=(-110.994,468.145)
16755: (x,y)=(-113.028,472.713)
16756: (x,y)=(-115.528,468.383)
16757: (x,y)=(-112.45,464.443)
16758: (x,y)=(-117.34,463.403)
16759: (x,y)=(-120.554,459.573)
16760: (x,y)=(-123.129,455.287)
16761: (x,y)=(-118.527,457.241)
16762: (x,y)=(-123.49,456.631)
16763: (x,y)=(-119.204,459.206)
16764: (x,y)=(-118.25,464.115)
16765: (x,y)=(-115.826,468.488)
16766: (x,y)=(-115.651,473.485)
16767: (x,y)=(-119.937,476.06)
16768: (x,y)=(-117.141,471.915)
16769: (x,y)=(-112.29,473.124)
16770: (x,y)=(-114.637,468.71)
16771: (x,y)=(-118.11,465.113)
16772: (x,y)=(-122.103,468.122)
16773: (x,y)=(-118.758,471.838)
16774: (x,y)=(-121.481,467.644)
16775: (x,y)=(-122.606,462.772)
16776: (x,y)=(-127.304,461.062)
16777: (x,y)=(-132.304,461.062)
16778: (x,y)=(-127.307,461.237)
16779: (x,y)=(-123.477,458.023)
16780: (x,y)=(-128.232,459.568)
16781: (x,y)=(-132.96,457.94)
16782: (x,y)=(-127.979,457.504)
16783: (x,y)=(-131.057,461.444)
16784: (x,y)=(-133.327,456.989)
16785: (x,y)=(-128.629,455.279)
16786: (x,y)=(-132.286,451.869)
16787: (x,y)=(-127.53,453.414)
16788: (x,y)=(-130.469,457.459)
16789: (x,y)=(-128.841,462.187)
16790: (x,y)=(-131.92,466.127)
16791: (x,y)=(-136.858,465.345)
16792: (x,y)=(-135.396,470.126)
16793: (x,y)=(-140.359,470.736)
16794: (x,y)=(-135.451,471.69)
16795: (x,y)=(-130.458,471.428)
16796: (x,y)=(-131.326,476.352)
16797: (x,y)=(-126.418,477.306)
16798: (x,y)=(-126.243,482.303)
16799: (x,y)=(-122.25,485.312)
16800: (x,y)=(-126.346,482.444)
16801: (x,y)=(-131.152,481.066)
16802: (x,y)=(-128.577,485.352)
16803: (x,y)=(-128.403,490.349)
16804: (x,y)=(-123.704,488.639)
16805: (x,y)=(-123.442,493.632)
16806: (x,y)=(-118.687,495.177)
16807: (x,y)=(-114.272,497.525)
16808: (x,y)=(-113.148,502.396)
16809: (x,y)=(-108.907,499.747)
16810: (x,y)=(-109.343,504.728)
16811: (x,y)=(-105.57,508.008)
16812: (x,y)=(-101.796,504.728)
16813: (x,y)=(-106.126,507.228)
16814: (x,y)=(-109.723,510.701)
16815: (x,y)=(-113.258,507.165)
16816: (x,y)=(-117.926,508.957)
16817: (x,y)=(-114.917,512.951)
16818: (x,y)=(-114.917,507.951)
16819: (x,y)=(-119.332,510.298)
16820: (x,y)=(-122.2,506.202)
16821: (x,y)=(-117.532,507.994)
16822: (x,y)=(-122.063,510.107)
16823: (x,y)=(-122.412,515.095)
16824: (x,y)=(-121.89,510.122)
16825: (x,y)=(-123.268,514.929)
16826: (x,y)=(-121.155,510.397)
16827: (x,y)=(-125.649,512.589)
16828: (x,y)=(-124.609,507.698)
16829: (x,y)=(-128.802,504.975)
16830: (x,y)=(-125.724,501.035)
16831: (x,y)=(-128.733,497.042)
16832: (x,y)=(-129.169,492.061)
16833: (x,y)=(-124.714,494.331)
16834: (x,y)=(-119.776,495.113)
16835: (x,y)=(-120.985,499.964)
16836: (x,y)=(-124.815,496.75)
16837: (x,y)=(-124.903,491.751)
16838: (x,y)=(-119.915,492.1)
16839: (x,y)=(-123.631,488.754)
16840: (x,y)=(-121.517,484.223)
16841: (x,y)=(-126.216,485.933)
16842: (x,y)=(-129.084,481.837)
16843: (x,y)=(-131.807,477.644)
16844: (x,y)=(-129.011,481.789)
16845: (x,y)=(-128.575,486.77)
16846: (x,y)=(-132.769,484.047)
16847: (x,y)=(-137.371,482.093)
16848: (x,y)=(-132.59,483.555)
16849: (x,y)=(-136.783,486.278)
16850: (x,y)=(-133.247,489.814)
16851: (x,y)=(-128.549,488.104)
16852: (x,y)=(-129.158,483.141)
16853: (x,y)=(-127.949,478.289)
16854: (x,y)=(-132.821,479.414)
16855: (x,y)=(-134.199,484.22)
16856: (x,y)=(-137.855,480.81)
16857: (x,y)=(-142.491,482.683)
16858: (x,y)=(-137.519,483.206)
16859: (x,y)=(-137.432,478.207)
16860: (x,y)=(-140.645,482.037)
16861: (x,y)=(-140.907,477.044)
16862: (x,y)=(-141.775,481.968)
16863: (x,y)=(-141.775,486.968)
16864: (x,y)=(-145.661,490.115)
16865: (x,y)=(-140.993,488.323)
16866: (x,y)=(-138.418,492.609)
16867: (x,y)=(-139.543,487.737)
16868: (x,y)=(-140.668,492.609)
16869: (x,y)=(-140.493,487.612)
16870: (x,y)=(-136.078,485.264)
16871: (x,y)=(-131.323,483.719)
16872: (x,y)=(-127.33,486.728)
16873: (x,y)=(-132.327,486.903)
16874: (x,y)=(-134.976,482.662)
16875: (x,y)=(-131.83,478.777)
16876: (x,y)=(-128.484,482.492)
16877: (x,y)=(-125.406,486.433)
16878: (x,y)=(-121.933,482.836)
16879: (x,y)=(-116.952,483.272)
16880: (x,y)=(-120.487,479.736)
16881: (x,y)=(-115.657,481.03)
16882: (x,y)=(-120.596,480.248)
16883: (x,y)=(-115.928,482.04)
16884: (x,y)=(-113.353,486.326)
16885: (x,y)=(-115.7,490.74)
16886: (x,y)=(-120.303,492.694)
16887: (x,y)=(-125.291,493.043)
16888: (x,y)=(-120.797,495.235)
16889: (x,y)=(-118.527,490.78)
16890: (x,y)=(-123.195,492.572)
16891: (x,y)=(-120.695,496.902)
16892: (x,y)=(-117.038,500.312)
16893: (x,y)=(-112.942,497.444)
16894: (x,y)=(-109.596,493.728)
16895: (x,y)=(-114.264,495.52)
16896: (x,y)=(-115.132,490.596)
16897: (x,y)=(-120.084,491.292)
16898: (x,y)=(-120.78,496.243)
16899: (x,y)=(-123.576,500.388)
16900: (x,y)=(-125.203,505.116)
16901: (x,y)=(-120.207,505.29)
16902: (x,y)=(-122.856,509.531)
16903: (x,y)=(-118.483,511.955)
16904: (x,y)=(-116.37,507.423)
16905: (x,y)=(-121.068,505.713)
16906: (x,y)=(-126.056,506.062)
16907: (x,y)=(-124.511,501.306)
16908: (x,y)=(-122.011,505.637)
16909: (x,y)=(-117.966,502.698)
16910: (x,y)=(-117.879,497.698)
16911: (x,y)=(-116.925,502.607)
16912: (x,y)=(-118.134,507.458)
16913: (x,y)=(-122.549,509.805)
16914: (x,y)=(-127.512,510.415)
16915: (x,y)=(-123.139,507.991)
16916: (x,y)=(-118.287,509.2)
16917: (x,y)=(-115.564,513.394)
16918: (x,y)=(-120.096,511.281)
16919: (x,y)=(-115.133,510.671)
16920: (x,y)=(-116.761,515.399)
16921: (x,y)=(-121.363,513.445)
16922: (x,y)=(-122.991,508.718)
16923: (x,y)=(-123.514,503.745)
16924: (x,y)=(-126.237,499.552)
16925: (x,y)=(-123.159,503.492)
16926: (x,y)=(-124.95,508.16)
16927: (x,y)=(-121.177,511.44)
16928: (x,y)=(-119.223,506.837)
16929: (x,y)=(-116.876,511.252)
16930: (x,y)=(-118.91,506.684)
16931: (x,y)=(-117.364,501.929)
16932: (x,y)=(-122.345,502.365)
16933: (x,y)=(-120.718,497.637)
16934: (x,y)=(-116.387,500.137)
16935: (x,y)=(-120.103,503.483)
16936: (x,y)=(-122.137,498.915)
16937: (x,y)=(-123.346,503.767)
16938: (x,y)=(-118.565,505.229)
16939: (x,y)=(-123.473,504.274)
16940: (x,y)=(-118.5,504.797)
16941: (x,y)=(-116.076,500.424)
16942: (x,y)=(-111.095,499.988)
16943: (x,y)=(-112.05,495.08)
16944: (x,y)=(-108.514,498.616)
16945: (x,y)=(-104.521,501.625)
16946: (x,y)=(-102.893,506.352)
16947: (x,y)=(-106.04,502.467)
16948: (x,y)=(-102.209,499.253)
16949: (x,y)=(-106.877,501.044)
16950: (x,y)=(-106.528,506.032)
16951: (x,y)=(-108.798,510.487)
16952: (x,y)=(-113.466,508.695)
16953: (x,y)=(-112.944,503.723)
16954: (x,y)=(-108.02,504.591)
16955: (x,y)=(-111.365,508.307)
16956: (x,y)=(-106.559,506.929)
16957: (x,y)=(-102.229,509.429)
16958: (x,y)=(-106.002,512.709)
16959: (x,y)=(-110.99,513.058)
16960: (x,y)=(-112.2,508.206)
16961: (x,y)=(-116.836,506.333)
16962: (x,y)=(-121.829,506.072)
16963: (x,y)=(-125.974,503.276)
16964: (x,y)=(-121.878,506.143)
16965: (x,y)=(-117.049,507.438)
16966: (x,y)=(-114.779,511.893)
16967: (x,y)=(-119.534,510.347)
16968: (x,y)=(-123.63,513.215)
16969: (x,y)=(-126.975,516.931)
16970: (x,y)=(-122.024,516.235)
16971: (x,y)=(-119.677,511.82)
16972: (x,y)=(-114.769,510.866)
16973: (x,y)=(-110.829,507.788)
16974: (x,y)=(-115.822,507.526)
16975: (x,y)=(-120.458,509.399)
16976: (x,y)=(-118.266,513.893)
16977: (x,y)=(-120.766,509.563)
16978: (x,y)=(-124.301,506.028)
16979: (x,y)=(-121.021,509.801)
16980: (x,y)=(-120.672,504.814)
16981: (x,y)=(-118.023,500.573)
16982: (x,y)=(-114.307,503.919)
16983: (x,y)=(-117.587,507.692)
16984: (x,y)=(-112.679,506.738)
16985: (x,y)=(-113.461,501.8)
16986: (x,y)=(-118.413,502.496)
16987: (x,y)=(-116.951,497.714)
16988: (x,y)=(-121.482,495.601)
16989: (x,y)=(-116.574,494.647)
16990: (x,y)=(-114.54,499.215)
16991: (x,y)=(-111.394,503.101)
16992: (x,y)=(-116.357,503.71)
16993: (x,y)=(-117.396,508.601)
16994: (x,y)=(-122.335,507.819)
16995: (x,y)=(-117.463,508.943)
16996: (x,y)=(-113.866,505.47)
16997: (x,y)=(-113.257,510.433)
16998: (x,y)=(-110.533,506.239)
16999: (x,y)=(-114.907,503.815)
17000: (x,y)=(-118.952,500.876)
17001: (x,y)=(-123.237,498.301)
17002: (x,y)=(-125.887,494.061)
17003: (x,y)=(-128.965,498.001)
17004: (x,y)=(-128.011,493.093)
17005: (x,y)=(-131.951,490.015)
17006: (x,y)=(-136.89,490.797)
17007: (x,y)=(-141.176,488.222)
17008: (x,y)=(-146.084,489.176)
17009: (x,y)=(-144.539,484.42)
17010: (x,y)=(-149.106,486.454)
17011: (x,y)=(-146.31,490.599)
17012: (x,y)=(-142.215,493.467)
17013: (x,y)=(-144.715,489.137)
17014: (x,y)=(-139.752,489.746)
17015: (x,y)=(-141.944,494.24)
17016: (x,y)=(-144.291,489.826)
17017: (x,y)=(-144.466,484.829)
17018: (x,y)=(-145.675,479.977)
17019: (x,y)=(-148.614,475.932)
17020: (x,y)=(-153.396,477.394)
17021: (x,y)=(-157.492,474.526)
17022: (x,y)=(-152.498,474.264)
17023: (x,y)=(-147.526,473.742)
17024: (x,y)=(-143.99,477.277)
17025: (x,y)=(-139.894,480.145)
17026: (x,y)=(-141.019,485.017)
17027: (x,y)=(-143.367,489.432)
17028: (x,y)=(-139.081,492.007)
17029: (x,y)=(-144.081,492.007)
17030: (x,y)=(-148.887,490.629)
17031: (x,y)=(-145.414,487.032)
17032: (x,y)=(-141.421,484.023)
17033: (x,y)=(-138.274,480.137)
17034: (x,y)=(-135.699,484.423)
17035: (x,y)=(-138.046,480.008)
17036: (x,y)=(-140.914,475.913)
17037: (x,y)=(-136.721,478.636)
17038: (x,y)=(-137.845,483.508)
17039: (x,y)=(-137.758,478.508)
17040: (x,y)=(-132.795,477.899)
17041: (x,y)=(-134.423,482.627)
17042: (x,y)=(-129.423,482.627)
17043: (x,y)=(-130.377,487.535)
17044: (x,y)=(-126.384,484.526)
17045: (x,y)=(-123.884,480.196)
17046: (x,y)=(-118.912,480.718)
17047: (x,y)=(-120.206,475.889)
17048: (x,y)=(-119.51,470.937)
17049: (x,y)=(-120.888,475.744)
17050: (x,y)=(-120.02,480.668)
17051: (x,y)=(-122.212,485.162)
17052: (x,y)=(-117.456,486.707)
17053: (x,y)=(-121.786,489.207)
17054: (x,y)=(-122.655,494.131)
17055: (x,y)=(-123.779,499.003)
17056: (x,y)=(-128.234,496.733)
17057: (x,y)=(-125.887,492.318)
17058: (x,y)=(-120.888,492.231)
17059: (x,y)=(-125.796,493.185)
17060: (x,y)=(-129.269,496.781)
17061: (x,y)=(-134.269,496.781)
17062: (x,y)=(-129.331,495.999)
17063: (x,y)=(-126.608,500.192)
17064: (x,y)=(-122.614,497.183)
17065: (x,y)=(-119.401,501.014)
17066: (x,y)=(-119.836,505.995)
17067: (x,y)=(-115.951,509.141)
17068: (x,y)=(-116.646,514.093)
17069: (x,y)=(-111.865,515.554)
17070: (x,y)=(-116.467,513.601)
17071: (x,y)=(-112.372,510.733)
17072: (x,y)=(-114.325,506.13)
17073: (x,y)=(-109.723,508.084)
17074: (x,y)=(-114.325,510.038)
17075: (x,y)=(-109.544,508.576)
17076: (x,y)=(-114.395,507.366)
17077: (x,y)=(-112.048,502.951)
17078: (x,y)=(-116.041,505.961)
17079: (x,y)=(-120.644,507.914)
17080: (x,y)=(-123.924,511.688)
17081: (x,y)=(-120.094,508.474)
17082: (x,y)=(-116.88,512.304)
17083: (x,y)=(-112.94,515.382)
17084: (x,y)=(-113.722,520.321)
17085: (x,y)=(-118.137,522.668)
17086: (x,y)=(-117.441,517.717)
17087: (x,y)=(-120.587,513.831)
17088: (x,y)=(-118.796,509.163)
17089: (x,y)=(-122.891,512.031)
17090: (x,y)=(-125.161,507.576)
17091: (x,y)=(-127.431,512.031)
17092: (x,y)=(-123.191,509.381)
17093: (x,y)=(-128.042,508.172)
17094: (x,y)=(-123.042,508.172)
17095: (x,y)=(-127.914,509.297)
17096: (x,y)=(-125.118,513.442)
17097: (x,y)=(-130.091,512.919)
17098: (x,y)=(-135.072,512.483)
17099: (x,y)=(-132.349,508.29)
17100: (x,y)=(-131.653,503.339)
17101: (x,y)=(-130.025,498.611)
17102: (x,y)=(-125.695,501.111)
17103: (x,y)=(-126.477,506.049)
17104: (x,y)=(-131.477,506.049)
17105: (x,y)=(-126.626,507.259)
17106: (x,y)=(-131.261,505.386)
17107: (x,y)=(-136.242,505.822)
17108: (x,y)=(-131.957,503.247)
17109: (x,y)=(-133.667,498.548)
17110: (x,y)=(-136.606,494.503)
17111: (x,y)=(-136.693,489.504)
17112: (x,y)=(-141.686,489.766)
17113: (x,y)=(-139.186,494.096)
17114: (x,y)=(-141.61,498.469)
17115: (x,y)=(-138.264,502.185)
17116: (x,y)=(-143.203,501.402)
17117: (x,y)=(-141.575,506.13)
17118: (x,y)=(-146.178,508.084)
17119: (x,y)=(-141.197,508.519)
17120: (x,y)=(-141.545,503.532)
17121: (x,y)=(-138.072,499.935)
17122: (x,y)=(-133.374,498.225)
17123: (x,y)=(-137.314,495.146)
17124: (x,y)=(-139.024,499.845)
17125: (x,y)=(-144.021,499.67)
17126: (x,y)=(-144.021,494.67)
17127: (x,y)=(-143.498,499.643)
17128: (x,y)=(-141.953,504.398)
17129: (x,y)=(-138.944,508.391)
17130: (x,y)=(-135.287,511.801)
17131: (x,y)=(-130.396,510.762)
17132: (x,y)=(-129.614,505.823)
17133: (x,y)=(-129.44,510.82)
17134: (x,y)=(-124.804,508.947)
17135: (x,y)=(-129.785,508.512)
17136: (x,y)=(-131.577,513.18)
17137: (x,y)=(-134.226,517.42)
17138: (x,y)=(-129.94,514.845)
17139: (x,y)=(-124.953,514.496)
17140: (x,y)=(-129.326,516.92)
17141: (x,y)=(-126.826,521.25)
17142: (x,y)=(-131.581,519.705)
17143: (x,y)=(-130.713,524.629)
17144: (x,y)=(-127.239,528.226)
17145: (x,y)=(-125.048,523.732)
17146: (x,y)=(-129.041,526.741)
17147: (x,y)=(-132.187,530.626)
17148: (x,y)=(-135.784,527.153)
17149: (x,y)=(-130.811,526.63)
17150: (x,y)=(-134.347,530.166)
17151: (x,y)=(-136.997,525.926)
17152: (x,y)=(-135.703,530.755)
17153: (x,y)=(-137.816,535.287)
17154: (x,y)=(-137.816,540.287)
17155: (x,y)=(-133.876,537.209)
17156: (x,y)=(-136.451,532.923)
17157: (x,y)=(-134.259,528.429)
17158: (x,y)=(-138.861,526.475)
17159: (x,y)=(-137.234,531.203)
17160: (x,y)=(-142.233,531.116)
17161: (x,y)=(-144.956,535.309)
17162: (x,y)=(-140.228,536.937)
17163: (x,y)=(-142.42,541.431)
17164: (x,y)=(-145.894,545.027)
17165: (x,y)=(-142.548,541.312)
17166: (x,y)=(-146.434,544.458)
17167: (x,y)=(-151.102,542.666)
17168: (x,y)=(-146.15,541.971)
17169: (x,y)=(-141.695,544.241)
17170: (x,y)=(-141.521,539.244)
17171: (x,y)=(-146.393,540.368)
17172: (x,y)=(-143.817,536.082)
17173: (x,y)=(-148.516,537.793)
17174: (x,y)=(-143.523,537.531)
17175: (x,y)=(-142.827,532.58)
17176: (x,y)=(-143.695,537.504)
17177: (x,y)=(-145.965,533.049)
17178: (x,y)=(-148.389,528.675)
17179: (x,y)=(-152.382,525.666)
17180: (x,y)=(-148.337,522.727)
17181: (x,y)=(-153.005,520.936)
17182: (x,y)=(-148.012,520.674)
17183: (x,y)=(-148.274,525.667)
17184: (x,y)=(-143.943,528.167)
17185: (x,y)=(-139.019,527.299)
17186: (x,y)=(-141.211,522.805)
17187: (x,y)=(-145.847,520.932)
17188: (x,y)=(-150.677,519.638)
17189: (x,y)=(-154.273,516.164)
17190: (x,y)=(-149.28,515.903)
17191: (x,y)=(-154.188,516.857)
17192: (x,y)=(-158.944,515.312)
17193: (x,y)=(-163.184,517.961)
17194: (x,y)=(-158.211,517.439)
17195: (x,y)=(-160.165,512.836)
17196: (x,y)=(-156.069,515.704)
17197: (x,y)=(-155.201,510.78)
17198: (x,y)=(-151.371,507.566)
17199: (x,y)=(-151.893,502.593)
17200: (x,y)=(-154.317,506.967)
17201: (x,y)=(-159.189,505.842)
17202: (x,y)=(-154.383,507.22)
17203: (x,y)=(-156.256,502.584)
17204: (x,y)=(-161.253,502.759)
17205: (x,y)=(-166.105,503.968)
17206: (x,y)=(-163.095,507.961)
17207: (x,y)=(-165.745,503.721)
17208: (x,y)=(-162.209,500.186)
17209: (x,y)=(-165.005,496.04)
17210: (x,y)=(-162.736,500.495)
17211: (x,y)=(-167.587,499.286)
17212: (x,y)=(-164.937,503.526)
17213: (x,y)=(-166.399,508.308)
17214: (x,y)=(-163.119,504.534)
17215: (x,y)=(-162.944,499.537)
17216: (x,y)=(-161.071,504.173)
17217: (x,y)=(-157.791,507.947)
17218: (x,y)=(-153.376,510.294)
17219: (x,y)=(-150.801,506.008)
17220: (x,y)=(-145.95,504.798)
17221: (x,y)=(-150.947,504.624)
17222: (x,y)=(-149.653,499.794)
17223: (x,y)=(-154.561,500.748)
17224: (x,y)=(-154.125,495.767)
17225: (x,y)=(-151.329,491.622)
17226: (x,y)=(-152.539,496.474)
17227: (x,y)=(-156.684,493.678)
17228: (x,y)=(-151.696,493.329)
17229: (x,y)=(-154.774,489.389)
17230: (x,y)=(-151.628,493.275)
17231: (x,y)=(-153.419,488.607)
17232: (x,y)=(-151.628,493.275)
17233: (x,y)=(-146.929,494.985)
17234: (x,y)=(-151.922,495.246)
17235: (x,y)=(-154.861,499.291)
17236: (x,y)=(-151.388,502.888)
17237: (x,y)=(-155.104,499.543)
17238: (x,y)=(-159.097,502.552)
17239: (x,y)=(-163.988,501.512)
17240: (x,y)=(-160.578,497.855)
17241: (x,y)=(-161.36,492.917)
17242: (x,y)=(-164.506,489.031)
17243: (x,y)=(-168.5,486.022)
17244: (x,y)=(-172.035,482.487)
17245: (x,y)=(-170.001,487.054)
17246: (x,y)=(-168.792,482.203)
17247: (x,y)=(-173.773,482.639)
17248: (x,y)=(-175.318,487.394)
17249: (x,y)=(-173.608,492.092)
17250: (x,y)=(-168.656,491.396)
17251: (x,y)=(-166.386,486.941)
17252: (x,y)=(-170.989,488.895)
17253: (x,y)=(-170.64,483.907)
17254: (x,y)=(-165.972,482.115)
17255: (x,y)=(-160.972,482.115)
17256: (x,y)=(-165.754,480.654)
17257: (x,y)=(-163.562,485.147)
17258: (x,y)=(-159.569,488.157)
17259: (x,y)=(-164.562,488.418)
17260: (x,y)=(-169.392,487.124)
17261: (x,y)=(-169.217,482.127)
17262: (x,y)=(-164.844,484.551)
17263: (x,y)=(-169.299,486.821)
17264: (x,y)=(-171.253,491.424)
17265: (x,y)=(-167.208,494.363)
17266: (x,y)=(-172.18,493.84)
17267: (x,y)=(-167.544,491.967)
17268: (x,y)=(-162.545,492.054)
17269: (x,y)=(-157.545,492.054)
17270: (x,y)=(-160.195,496.294)
17271: (x,y)=(-161.905,500.993)
17272: (x,y)=(-158.075,504.207)
17273: (x,y)=(-153.094,504.643)
17274: (x,y)=(-157.945,503.433)
17275: (x,y)=(-156.483,508.215)
17276: (x,y)=(-151.728,509.76)
17277: (x,y)=(-150.434,504.93)
17278: (x,y)=(-147.784,500.69)
17279: (x,y)=(-143.688,503.558)
17280: (x,y)=(-141.341,507.972)
17281: (x,y)=(-143.533,503.478)
17282: (x,y)=(-144.658,498.607)
17283: (x,y)=(-148.988,501.107)
17284: (x,y)=(-144.32,499.315)
17285: (x,y)=(-143.884,504.296)
17286: (x,y)=(-145.918,499.728)
17287: (x,y)=(-142.979,503.773)
17288: (x,y)=(-143.761,508.712)
17289: (x,y)=(-138.837,509.58)
17290: (x,y)=(-137.969,514.504)
17291: (x,y)=(-141.115,510.618)
17292: (x,y)=(-142.409,505.788)
17293: (x,y)=(-137.458,505.093)
17294: (x,y)=(-134.662,500.947)
17295: (x,y)=(-134.749,505.947)
17296: (x,y)=(-138.99,508.596)
17297: (x,y)=(-136.956,513.164)
17298: (x,y)=(-136.52,518.145)
17299: (x,y)=(-134.096,513.772)
17300: (x,y)=(-132.223,509.136)
17301: (x,y)=(-131.787,514.117)
17302: (x,y)=(-130.242,509.362)
17303: (x,y)=(-131.87,514.089)
17304: (x,y)=(-136.742,515.214)
17305: (x,y)=(-138.287,510.459)
17306: (x,y)=(-134.047,513.108)
17307: (x,y)=(-139.035,513.457)
17308: (x,y)=(-142.38,509.741)
17309: (x,y)=(-143.925,514.497)
17310: (x,y)=(-142.631,519.326)
17311: (x,y)=(-146.461,516.112)
17312: (x,y)=(-151.424,515.503)
17313: (x,y)=(-147.767,518.913)
17314: (x,y)=(-146.813,523.821)
17315: (x,y)=(-151.416,525.775)
17316: (x,y)=(-147.32,522.907)
